,index,asin,Brand,Model,title,image,url,Price,Sales,rating
80,80,B01EIVMETG,Samsung,Samsung Galaxy J1 Mi,Samsung Galaxy J1 Mini 8GB J106H/DS Dual Sim Unlocked Phone - Retail Packaging- Black,https://m.media-amazon.com/images/I/61Mc+wla27L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-J106H-Unlocked-Phone/dp/B01EIVMETG,104.9,169,3.2929936305732483
82,82,B01F5FYXNO,Samsung,"Samsung Galaxy J3, V","Samsung Galaxy J3, Verizon LTE Prepaid (Black)",https://m.media-amazon.com/images/I/71xoQNtbF1L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Verizon-Prepaid-Black/dp/B01F5FYXNO,139.97,91,3.858974358974359
83,83,B01FCFZS3G,Samsung,Samsung Galaxy S7 Ed,Samsung Galaxy S7 Edge G935A 32GB AT&T - Black Onyx,https://m.media-amazon.com/images/I/61y-TkZ5lWL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Edge-G935A-32GB/dp/B01FCFZS3G,289.44,211,3.670103092783505
84,84,B01FJT7E3M,Sony,Sony Xperia XA Ultra,"Sony Xperia XA Ultra (F3213) 4G LTE Unlocked GSM Phone w/ 6” Borderless Display, 21.5MP+16MP Cameras, Octa-Core CPU - White",https://m.media-amazon.com/images/I/81A-Ww8FqNL._AC_UY218_ML3_.jpg,https://www.amazon.com/Sony-Xperia-unlocked-smartphone-Warranty/dp/B01FJT7E3M,119.99,441,3.6910994764397906
85,85,B01FJT7MZC,Sony,Sony Xperia X Perfor,Sony Xperia X Performance F8131 32GB Unlocked GSM LTE Android Phone w/ 23MP Camera - Black,https://m.media-amazon.com/images/I/71rzaPrNXrL._AC_UY218_ML3_.jpg,https://www.amazon.com/Sony-Performance-unlocked-smartphone-Warranty/dp/B01FJT7MZC,169.0,117,4.112244897959184
86,86,B01FJT7N4W,Sony,Sony Xperia X F5121 ,Sony Xperia X F5121 32GB GSM 23MP Camera Phone - Graphite Black,https://m.media-amazon.com/images/I/81ZwjKulg8L._AC_UY218_ML3_.jpg,https://www.amazon.com/Sony-Xperia-F5121-Camera-Phone/dp/B01FJT7N4W,199.99,200,3.8700564971751414
87,87,B01GP2XIJQ,Samsung,Samsung Galaxy Amp 2,Samsung Galaxy Amp 2 - Cricket,https://m.media-amazon.com/images/I/81JQYDwMnCL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Amp-2-Cricket/dp/B01GP2XIJQ,199.99,11,4.444444444444445
88,88,B01GXAT0CE,Apple,"Apple iPhone SE, 16G","Apple iPhone SE, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)",https://m.media-amazon.com/images/I/6165FLUs1+L._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-Unlocked-Phone-16GB/dp/B01GXAT0CE,133.55,2,2.3
89,89,B01HFK15BU,Samsung,Samsung Galaxy S6 G9,Samsung Galaxy S6 G920V 32GB Verizon 4G LTE Smartphone W/ 16MP Camera - White,https://m.media-amazon.com/images/I/614sFnZbspL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Verizon-Smartphone-Camera/dp/B01HFK15BU,257.98,45,3.5384615384615383
90,90,B01HFLRS38,Motorola,Motorola Droid MAXX ,Motorola Droid MAXX XT1080M 16GB Red Verizon and GSM Unlocked (Renewed),https://m.media-amazon.com/images/I/51aNqeygQ6L._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-XT1080M-Unlocked-Certified-Refurbished/dp/B01HFLRS38,134.99,15,3.4285714285714284
91,91,B01HTZ4T8C,Samsung,Samsung Galaxy S7 G9,"Samsung Galaxy S7 G930V 32GB, Verizon, Black Onyx, Unlocked Smartphones (Renewed)",https://m.media-amazon.com/images/I/71RCiZl-V0L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-G930V-Smartphones-Certified-Refurbished/dp/B01HTZ4T8C,145.0,190,3.5448275862068965
92,92,B01INV912A,Motorola,motorola G4 16GB Sma,motorola G4 16GB Smartphone,https://m.media-amazon.com/images/I/61oP7Z7hPRL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-00991NARTL-Moto-Unlocked-Black/dp/B01INV912A,206.95,1,3.0
93,93,B01J63O3KY,Samsung,"Samsung GS6 5.1"" Cer","Samsung GS6 5.1"" Certified Pre-Owned Carrier Locked Phone - 32GB - White (Verizon)",https://m.media-amazon.com/images/I/81p-OdL9ASL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Certified-Pre-Owned-Carrier-Locked/dp/B01J63O3KY,345.92,2,3.0
94,94,B01J63ODA4,Samsung,Samsung Galaxy S6 (V,"Samsung Galaxy S6 (Verizon) Certified Pre-Owned Prepaid Carrier Locked, White",https://m.media-amazon.com/images/I/81p-OdL9ASL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Verizon-Certified-Pre-Owned-Prepaid/dp/B01J63ODA4,133.65,3,2.6666666666666665
95,95,B01JAWWVXW,Apple,Apple iPhone 6S Plus,"Apple iPhone 6S Plus, 16GB, Silver - For AT&T / T-Mobile (Renewed)",https://m.media-amazon.com/images/I/61gnQwobQHL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-6s-Plus-16GB/dp/B01JAWWVXW,198.9,195,4.094444444444444
96,96,B01K5R3GXK,Motorola,Motorola DROID Turbo,Motorola DROID Turbo XT1254 32GB Verizon Black Ballistic Nylon (Renewed),https://m.media-amazon.com/images/I/81LFe3oGEoL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-XT1254-Verizon-Ballistic-Renewed/dp/B01K5R3GXK,59.99,77,3.136986301369863
97,97,B01L9D7J00,Samsung,Samsung Convoy 4 B69,Samsung Convoy 4 B690 Rugged Water-Resistant Verizon Flip Phone w/ 5MP Camera - Blue,https://m.media-amazon.com/images/I/81YSPMYJkhL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-B690-convoy-4-verizon-wireless/dp/B01L9D7J00,73.5,115,3.3440860215053765
98,98,B01LXF0WML,Sony,Sony Xperia XZ F8332,"Sony Xperia XZ F8332 64GB Forest Blue, 5.2"", Dual Sim, GSM Unlocked International Model, No Warranty",https://m.media-amazon.com/images/I/61XyeFgc3vL._AC_UY218_ML3_.jpg,https://www.amazon.com/Sony-F8332-Unlocked-International-Warranty/dp/B01LXF0WML,269.99,255,4.03347280334728
99,99,B01LY3OB8D,Google,Google Pixel XL Phon,Google Pixel XL Phone 32GB - 5.5 inch display ( Factory Unlocked US Version ) (Very Silver),https://m.media-amazon.com/images/I/61EfvRF3sHL._AC_UY218_ML3_.jpg,https://www.amazon.com/Google-Pixel-XL-Phone-32GB/dp/B01LY3OB8D,185.0,455,3.9186746987951806
100,100,B01LYHIUQ7,Apple,"Apple iPhone 6S, 32G","Apple iPhone 6S, 32GB, Silver - For AT&T / T-Mobile (Renewed)",https://m.media-amazon.com/images/I/61MEfPZB7-L._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-6S-Unlocked-32GB/dp/B01LYHIUQ7,152.95,46,4.195121951219512
101,101,B01LZXT34U,Samsung,Samsung Galaxy S6 Ed,Samsung Galaxy S6 Edge Plus SM-G928T 32GB for T-Mobile (Renewed),https://m.media-amazon.com/images/I/71T-k6tNopL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-G928T-T-Mobile-Certified-Refurbished/dp/B01LZXT34U,198.99,12,4.25
102,102,B01M01YX15,Google,Google Pixel Phone -,"Google Pixel Phone - 5 inch display (Factory Unlocked US Version) (32GB, Quite Black)",https://m.media-amazon.com/images/I/71z1TjwnadL._AC_UY218_ML3_.jpg,https://www.amazon.com/Google-Pixel-Phone-display-Unlocked/dp/B01M01YX15,219.99,302,3.6169354838709675
103,103,B01M0PADR4,Google,Google Pixel XL G2PW,"Google Pixel XL G2PW210032GBBK Factory Unlocked Smartphone, 32GB, 5.5-Inch Display - U.S. Version (Quite Black)",https://m.media-amazon.com/images/I/71PZz7CQ9UL._AC_UY218_ML3_.jpg,https://www.amazon.com/Google-G2PW210032GBBK-Unlocked-Smartphone-5-5-Inch/dp/B01M0PADR4,201.48,429,3.633217993079585
104,104,B01M1CT4PT,Google,Google Pixel XL Phon,Google Pixel XL Phone 32GB - 5.5 inch display (Factory Unlocked US Version) (Really Blue),https://m.media-amazon.com/images/I/81a8aj2F2HL._AC_UY218_ML3_.jpg,https://www.amazon.com/Google-Pixel-XL-Phone-32GB/dp/B01M1CT4PT,289.97,20,4.2
105,105,B01M1HY1E3,Sony,Sony Xperia XZ F8331,Sony Xperia XZ F8331 32GB Unlocked GSM 4G LTE Phone w/ 23MP Camera - Mineral Black,https://m.media-amazon.com/images/I/71Totr78FmL._AC_UY218_ML3_.jpg,https://www.amazon.com/Sony-Xperia-XZ-Unlocked-Smartphone/dp/B01M1HY1E3,259.99,249,3.857142857142857
106,106,B01M59QP6C,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 5 SM-N920V 32GB White Smartphone for Verizon (Renewed),https://m.media-amazon.com/images/I/61MAsozHcaL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-N920V-Smartphone-Verizon-Renewed/dp/B01M59QP6C,169.95,289,3.273062730627306
107,107,B01MDMJGYT,Motorola,Motorola MOTO Z PLAY,"Motorola MOTO Z PLAY (XT1635) Factory Unlocked Phone - 5.5"" Screen - 32GB - Black (International Version - No Warranty)",https://m.media-amazon.com/images/I/41YWHpWk7+L._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-XT1635-Factory-Unlocked-Phone/dp/B01MDMJGYT,169.0,161,4.158273381294964
108,108,B01MSC0FK8,Samsung,Samsung Galaxy S7 G9,Samsung Galaxy S7 G930P 32GB Gold - Sprint (Renewed),https://m.media-amazon.com/images/I/71ofnXiUFbL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-G930P-32GB-Gold/dp/B01MSC0FK8,174.95,140,3.4
109,109,B01MY2FEAS,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 5 N920T 32GB - White (T-Mobile),https://m.media-amazon.com/images/I/61MAsozHcaL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Note-N920T-32GB/dp/B01MY2FEAS,366.73,14,3.8461538461538463
110,110,B01MZG55UE,Samsung,"Samsung Galaxy S6, G","Samsung Galaxy S6, G920P White Pearl 32GB - Sprint (Renewed)",https://m.media-amazon.com/images/I/61vD0TwZjdL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-G920P-White-Pearl/dp/B01MZG55UE,134.99,124,3.092436974789916
111,111,B01N064CH1,Motorola,Motorola Droid MAXX ,Motorola Droid MAXX 2 XT1565 16GB Blue - Verizon Unlocked (Renewed),https://m.media-amazon.com/images/I/51bEczre2NL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Droid-MAXX-XT1565-16GB/dp/B01N064CH1,129.99,27,3.3333333333333335
112,112,B01N0O2MFZ,Motorola,Motorola XT1601 Moto,"Motorola XT1601 Moto G4 Play DUAL SIM Black+Lava Cover 2GB/16GB (International Version) , GSM ONLY",https://m.media-amazon.com/images/I/41ZdunWdZYL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-XT1601-Black-International-Version/dp/B01N0O2MFZ,141.99,7,3.7142857142857144
113,113,B01N1Q6V7K,Samsung,Samsung J3 - Verizon,Samsung J3 - Verizon Prepaid,https://m.media-amazon.com/images/I/518oZGjDwAL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-J320VLPP-J3-Verizon-Prepaid/dp/B01N1Q6V7K,105.0,41,3.7435897435897436
114,114,B01N2HPFWK,Google,Google Pixel XL (128,"Google Pixel XL (128GB, 4GB RAM) 5.5"" AMOLED HD Display, Global 4G LTE, US Factory Unlocked Model (GSM, Verizon, Sprint) - Very Silver",https://m.media-amazon.com/images/I/61Yz5m69IkL._AC_UY218_ML3_.jpg,https://www.amazon.com/Google-Display-Factory-Unlocked-Verizon/dp/B01N2HPFWK,329.99,87,4.0
115,115,B01N37MPDI,Samsung,Samsung Galaxy Note ,"Samsung Galaxy Note 5, N920P 64GB - Gold Platinum (Sprint)",https://m.media-amazon.com/images/I/41nZXmHmawL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Note-N920P-64GB/dp/B01N37MPDI,429.99,6,3.8
116,116,B01N4E0RF1,Samsung,Samsung Galaxy S7 - ,Samsung Galaxy S7 - Black - 32GB - Verizon (Renewed),https://m.media-amazon.com/images/I/61EzDilvK7L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-SM-G930V-Verizon-Renewed/dp/B01N4E0RF1,148.96,600,3.836190476190476
117,117,B01N4IHGHI,Apple,"Apple iPhone 6S, 16G","Apple iPhone 6S, 16GB, Gold - For AT&T (Renewed)",https://m.media-amazon.com/images/I/81e4pydKfFL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-6S-AT-16GB/dp/B01N4IHGHI,150.0,46,3.682926829268293
118,118,B01N4R20RS,Apple,"Apple iPhone 7, 32GB","Apple iPhone 7, 32GB, Black - Fully Unlocked (Renewed)",https://m.media-amazon.com/images/I/71SzDBdKVxL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-Unlocked-Quad-Core-Smartphone/dp/B01N4R20RS,209.94,4,2.2
119,119,B01N5WQ2P4,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 4 N910P 32GB Frosted White - Sprint (Renewed),https://m.media-amazon.com/images/I/41MePFRAf7L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-N910P-Frosted-White/dp/B01N5WQ2P4,149.99,10,2.8
120,120,B01N9I0RWL,Apple,"Apple iPhone 6S, 128","Apple iPhone 6S, 128GB, Rose Gold - For AT&T / T-Mobile (Renewed)",https://m.media-amazon.com/images/I/81Q6kYaYVYL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-GSM-Unlocked-128GB/dp/B01N9I0RWL,199.99,3,4.0
121,121,B01N9R1JA7,Samsung,Samsung TWSAS120VCP-,Samsung TWSAS120VCP-3 Galaxy J1 Luna 4G LTE Total Wireless Prepaid Smartphone,https://m.media-amazon.com/images/I/418L8NZNerL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-TWSAS120VCP-3-Wireless-Prepaid-Smartphone/dp/B01N9R1JA7,65.23,8,4.0
122,122,B01N9XOXCK,Samsung,Samsung Galaxy S7 Ed,Samsung Galaxy S7 Edge G935V 32GB Gold - Verizon (Renewed),https://m.media-amazon.com/images/I/41K7nb5aDBL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Edge-G935V-32GB/dp/B01N9XOXCK,219.97,606,3.739292364990689
123,123,B01N9YO1DS,Apple,"Apple iPhone 7, 128G","Apple iPhone 7, 128GB, Gold - For AT&T / T-Mobile (Renewed)",https://m.media-amazon.com/images/I/71RYhD1uzpL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-GSM-Unlocked-128GB/dp/B01N9YO1DS,215.0,227,3.303867403314917
124,124,B01NB1KG8U,Samsung,Samsung Galaxy S7 Ed,Samsung Galaxy S7 Edge G935A 32GB Gold - Unlocked GSM (Renewed),https://m.media-amazon.com/images/I/51H2fS7s9FL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Edge-G935A-32GB/dp/B01NB1KG8U,207.99,308,3.9446640316205532
125,125,B01NC157KR,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 5 32GB N920P Gold Platinum - Sprint (Certified Refurbished),https://m.media-amazon.com/images/I/61K79ybW3mL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Note-N920P-Platinum/dp/B01NC157KR,209.0,69,3.292307692307692
126,126,B01NC2MEJP,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 5 32GB GSM Unlocked - Black (Renewed) (D132),https://m.media-amazon.com/images/I/81ZGi56SecL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Note-32GB-Unlocked/dp/B01NC2MEJP,163.99,301,2.9775280898876404
127,127,B06WP78R6X,Samsung,Samsung Galaxy S7 Ed,Samsung Galaxy S7 Edge G935P 32GB Black - Sprint (Renewed),https://m.media-amazon.com/images/I/41ZThko3mqL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Edge-G935P-Black/dp/B06WP78R6X,199.72,60,3.9827586206896552
128,128,B06WRSK754,Samsung,Samsung Galaxy S6 G9,Samsung Galaxy S6 G920A 32GB Unlocked GSM (Black Sapphire) (Renewed),https://m.media-amazon.com/images/I/81oYNE1MUxL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Unlocked-Certified-Refurbished-Sapphire/dp/B06WRSK754,153.97,31,3.130434782608696
129,129,B06WWLYGWW,Samsung,Samsung Galaxy S6 Ed,Samsung Galaxy S6 Edge G925P 32GB White Pearl - Sprint (Certified Refurbished),https://m.media-amazon.com/images/I/61aGCHmpKeL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-G925P-White-Pearl/dp/B06WWLYGWW,129.95,2,5.0
130,130,B06X9HVVC5,Sony,Sony Xperia XA1 G312,Sony Xperia XA1 G3123 32GB Unlocked GSM LTE Octa-Core Phone w/ 23MP Camera - White,https://m.media-amazon.com/images/I/71wchmqQn+L._AC_UY218_ML3_.jpg,https://www.amazon.com/Sony-Xperia-XA1-Unlocked-Smartphone/dp/B06X9HVVC5,249.99,232,2.9326923076923075
131,131,B06X9X15Y8,Apple,"Apple iPhone 7 Plus,","Apple iPhone 7 Plus, 128GB, Silver - Fully Unlocked (Renewed)",https://m.media-amazon.com/images/I/61C5dT6qy0L._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-Fully-Unlocked-128GB/dp/B06X9X15Y8,299.99,2,3.3
132,132,B06XGLHP8V,Apple,"Apple iPhone 7 Plus,","Apple iPhone 7 Plus, GSM Unlocked, 128GB - Rose Gold (Renewed)",https://m.media-amazon.com/images/I/51SEopmY8HL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-Plus-Unlocked-128GB/dp/B06XGLHP8V,288.0,83,3.34
133,133,B06XGZHSBS,Sony,Sony Xperia L1 G3313,Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,https://m.media-amazon.com/images/I/71cLpzYW9IL._AC_UY218_ML3_.jpg,https://www.amazon.com/Sony-G3313-Unlocked-Quad-Core-Android/dp/B06XGZHSBS,129.0,117,3.7127659574468086
134,134,B06XJCHZPW,Samsung,Samsung Galaxy S6 Ed,Samsung Galaxy S6 Edge G925P 32GB Gold - Sprint (Renewed),https://m.media-amazon.com/images/I/61tHvPeKF+L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Edge-G925P-32GB/dp/B06XJCHZPW,124.95,1,1.0
135,135,B06XR1K6HR,Apple,Apple iPhone 6S Plus,"Apple iPhone 6S Plus, 64GB, Rose Gold - For AT&T / T-Mobile (Renewed)",https://m.media-amazon.com/images/I/61hNnAR2EJL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-6S-Fully-Unlocked/dp/B06XR1K6HR,249.99,56,3.8085106382978724
136,136,B06XR8G1TX,Apple,"Apple iPhone 6S, 64G","Apple iPhone 6S, 64GB, Space Gray - Fully Unlocked (Renewed)",https://m.media-amazon.com/images/I/81s7ZLOGOWL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-Fully-Unlocked-64GB/dp/B06XR8G1TX,156.88,394,3.4420062695924765
137,137,B06XRG6S73,Apple,"Apple iPhone 6S, 16G","Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)",https://m.media-amazon.com/images/I/41oBClPPoCL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-Fully-Unlocked-16GB/dp/B06XRG6S73,143.57,379,3.7349397590361444
138,138,B06XRJQX91,Apple,"Apple iPhone 6S, 64G","Apple iPhone 6S, 64GB, Rose Gold - For AT&T / T-Mobile (Renewed)",https://m.media-amazon.com/images/I/61+mrwyL24L._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-Unlocked-Dual-Core-Camera/dp/B06XRJQX91,158.88,427,3.5290858725761773
139,139,B06XRJXL3R,Apple,Apple iPhone 7 Plus ,Apple iPhone 7 Plus 256GB Unlocked GSM Quad-Core Phone - Black (Renewed),https://m.media-amazon.com/images/I/71b4kAq+5QL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-256GB-Unlocked-Quad-Core/dp/B06XRJXL3R,324.0,153,3.93859649122807
140,140,B06XRN4RWL,Apple,"Apple iPhone 7 Plus,","Apple iPhone 7 Plus, 128GB, Gold - For Sprint (Renewed)",https://m.media-amazon.com/images/I/71NwKwSqSAL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-128GB-Unlocked-Quad-Core/dp/B06XRN4RWL,304.99,28,3.4545454545454546
141,141,B06XS2GWFC,Samsung,Samsung Galaxy J7 - ,Samsung Galaxy J7 - Verizon Carrier Locked No Contract Prepaid Smartphone,https://m.media-amazon.com/images/I/5103hv5OP0L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-J7-Contract-Smartphone/dp/B06XS2GWFC,179.99,381,3.6
142,142,B06XS3CTJM,Apple,Apple iPhone 7 Plus ,Apple iPhone 7 Plus 256GB Unlocked GSM 4G LTE Quad-Core Smartphone - Jet Black (Renewed),https://m.media-amazon.com/images/I/71c5RZEpLwL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-Unlocked-Quad-Core-Smartphone/dp/B06XS3CTJM,354.99,193,3.825503355704698
143,143,B06XS4978K,Apple,Apple iPhone 7 Plus ,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black (Renewed),https://m.media-amazon.com/images/I/71b4kAq+5QL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-Unlocked-Quad-Core-Smartphone/dp/B06XS4978K,299.99,101,3.8266666666666667
144,144,B06XS98LMS,Samsung,Samsung G550T GSM 4G,Samsung G550T GSM 4G LTE Unlocked Galaxy ON5 Smartphone,https://m.media-amazon.com/images/I/61k3JykoCbL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-G550T-Unlocked-Galaxy-Smartphone/dp/B06XS98LMS,119.0,58,3.74468085106383
145,145,B06XSF5C42,Samsung,Samsung Galaxy S7 Ed,Samsung Galaxy S7 Edge 32GB G935A GSM Unlocked (Renewed) (Black),https://m.media-amazon.com/images/I/61TQfjuS1EL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-G935A-Unlocked-Renewed/dp/B06XSF5C42,214.97,301,3.4846153846153847
146,146,B06XW9RMYW,Samsung,Samsung Galaxy S7 Ac,"Samsung Galaxy S7 Active G891A 32GB Unlocked GSM Shatter,Dust and Water Resistant Smartphone w/ 12MP Camera (AT&T) - Sandy Gold",https://m.media-amazon.com/images/I/41gYAzWwF1L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-S7-Active-Smartphone/dp/B06XW9RMYW,255.99,160,3.671641791044776
147,147,B06XYKR7GP,Samsung,Samsung Galaxy S8+ 6,Samsung Galaxy S8+ 64GB GSM Unlocked Phone - International Version (Midnight Black),https://m.media-amazon.com/images/I/81cGg4cg5RL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-64GB-Unlocked-Phone/dp/B06XYKR7GP,459.98,54,4.2
148,148,B06XYMCMHD,Samsung,Samsung Galaxy S8 SM,"Samsung Galaxy S8 SM-G950F Unlocked 64GB - International Version/No Warranty (GSM Only, No CDMA) (Midnight Black)",https://m.media-amazon.com/images/I/81FWIR3RbUL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-SM-G950F-Unlocked-64GB/dp/B06XYMCMHD,399.99,117,4.121495327102804
149,149,B06XZPNYL7,Samsung,Samsung Galaxy S8 64,Samsung Galaxy S8 64GB GSM Unlocked Phone - International Version (Orchid Gray),https://m.media-amazon.com/images/I/71Vf5BDe4vL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-64GB-Unlocked-Phone/dp/B06XZPNYL7,398.11,20,3.375
150,150,B06XZRH5ZC,Samsung,Samsung Galaxy S8 64,Samsung Galaxy S8 64GB Unlocked Phone - International Version (Maple Gold),https://m.media-amazon.com/images/I/61FtFt6rO-L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-64GB-Unlocked-Phone/dp/B06XZRH5ZC,429.99,117,3.979381443298969
151,151,B06Y14K2C6,Samsung,Samsung Galaxy S8+ 6,"Samsung Galaxy S8+ 64GB Phone -6.2"" display - T-Mobile Unlocked (Arctic Silver)",https://m.media-amazon.com/images/I/61tsDmFOsFL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-64GB-Phone-display/dp/B06Y14K2C6,439.98,83,4.0
152,152,B06Y14T5YW,Samsung,Samsung Galaxy S8 64,Samsung Galaxy S8 64GB Factory Unlocked Smartphone - US Version (Midnight Black) - US Warranty - [SM-G950UZKAXAA],https://m.media-amazon.com/images/I/617E5oYXENL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Smartphone/dp/B06Y14T5YW,399.95,2,1.8
153,153,B06Y15CB1T,Samsung,Samsung Galaxy S8 64,Samsung Galaxy S8 64GB GSM Unlocked Phone - US Version (Coral Blue),https://m.media-amazon.com/images/I/41shkvVlVEL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-64GB-Unlocked-Phone/dp/B06Y15CB1T,419.95,3,4.0
154,154,B06Y15D68F,Samsung,Samsung Galaxy S8 64,Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),https://m.media-amazon.com/images/I/615VuRqILsL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-64GB-Unlocked-Phone/dp/B06Y15D68F,393.55,24,3.6
155,155,B06Y16RL4W,Samsung,Samsung Galaxy S8+ 6,"Samsung Galaxy S8+ 64GB Factory Unlocked Smartphone - 6.2"" Screen - US Version (Midnight Black) - US Warranty [SM-G955UZKAXAA]",https://m.media-amazon.com/images/I/51wJeaY3ekL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Smartphone/dp/B06Y16RL4W,399.98,793,3.785604900459418
156,156,B06Y17BL9Y,Samsung,Samsung Galaxy S8 G9,Samsung Galaxy S8 G950U 64GB AT&T GSM Unlocked Phone - Orchid Grey,https://m.media-amazon.com/images/I/61zppUp3YzL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-G950U-Unlocked-Phone/dp/B06Y17BL9Y,319.99,4,2.75
157,157,B06Y189H68,Samsung,Samsung Galaxy S8 64,"Samsung Galaxy S8 64GB Phone- 5.8"" display - AT&T Unlocked (Midnight Black)",https://m.media-amazon.com/images/I/61sB9sjajWL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-64GB-Phone-display/dp/B06Y189H68,414.98,48,3.608695652173913
158,158,B06Y18MNFG,Samsung,Samsung Galaxy S7 G9,Samsung Galaxy S7 G930T 32GB T-Mobile Unlocked - Gold (Certified Refurbished),https://m.media-amazon.com/images/I/618644kVZzL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-G930T-T-Mobile-Unlocked/dp/B06Y18MNFG,234.95,5,2.8
